NAME,S1901_C01_001E,S1901_C01_013E
ZCTA5 96035,1528,53131
ZCTA5 82450,86,53131
ZCTA5 65601,217,53130
ZCTA5 25515,747,53128
ZCTA5 44123,8147,53123
ZCTA5 37811,1635,53122
ZCTA5 63855,397,53121
ZCTA5 74859,2389,53112
ZCTA5 89010,185,53109
ZCTA5 44119,6154,53108
ZCTA5 26292,256,53100
ZCTA5 87040,114,53096
ZCTA5 33125,21716,53094
ZCTA5 83545,185,53094
ZCTA5 61041,652,53093
ZCTA5 68853,700,53090
ZCTA5 85607,5779,53086
ZCTA5 50431,88,53084
ZCTA5 95255,685,53080
ZCTA5 99922,128,53080
ZCTA5 30572,428,53078
ZCTA5 93641,150,53073
ZCTA5 15225,558,53069
ZCTA5 65560,6003,53068
ZCTA5 42154,154,53067
ZCTA5 74085,901,53066
ZCTA5 70772,466,53066
ZCTA5 83612,877,53064
ZCTA5 28441,1154,53063
ZCTA5 78705,8492,53060
ZCTA5 82063,75,53059
ZCTA5 46045,42,53057
ZCTA5 71743,1395,53051
ZCTA5 76837,480,53050
ZCTA5 67548,743,53044
ZCTA5 75451,556,53043
ZCTA5 27371,3205,53041
ZCTA5 65566,317,53036
ZCTA5 62087,876,53035
ZCTA5 65069,232,53034
ZCTA5 80813,769,53033
ZCTA5 62361,116,53032
ZCTA5 29667,93,53030
ZCTA5 93669,87,53029
ZCTA5 98530,211,53023
ZCTA5 74728,4355,53019
ZCTA5 83539,934,53019
ZCTA5 43505,36,53017
ZCTA5 72473,995,53016
ZCTA5 19131,17503,53014
ZCTA5 63852,569,53014
ZCTA5 57335,134,53012
ZCTA5 68936,119,53011
ZCTA5 31774,2385,53009
ZCTA5 38047,47,53009
ZCTA5 16860,243,53006
ZCTA5 69037,74,53005
ZCTA5 45070,53,53004
ZCTA5 76106,10848,53002
ZCTA5 70760,2888,53002
ZCTA5 42130,97,53000
ZCTA5 49775,36,52997
ZCTA5 88045,1306,52996
ZCTA5 65732,437,52995
ZCTA5 65453,3685,52994
ZCTA5 75937,374,52992
ZCTA5 04686,64,52988
ZCTA5 72539,84,52986
ZCTA5 83212,134,52983
ZCTA5 39140,1031,52980
ZCTA5 27928,881,52980
ZCTA5 53934,2028,52975
ZCTA5 54303,11726,52971
ZCTA5 37722,2645,52970
ZCTA5 44430,1566,52965
ZCTA5 32905,9379,52962
ZCTA5 72476,2708,52962
ZCTA5 71269,4481,52960
ZCTA5 35550,2195,52956
ZCTA5 24599,343,52956
ZCTA5 71459,3395,52955
ZCTA5 41425,485,52955
ZCTA5 75215,6601,52954
ZCTA5 04911,816,52950
ZCTA5 44301,6218,52948
ZCTA5 31533,6400,52945
ZCTA5 49718,283,52943
ZCTA5 43219,11479,52941
ZCTA5 43934,160,52939
ZCTA5 34653,15210,52937
ZCTA5 64481,351,52937
ZCTA5 78141,321,52936
ZCTA5 36104,3451,52935
ZCTA5 99659,67,52934
ZCTA5 57735,607,52933
ZCTA5 21874,751,52932
ZCTA5 72634,1749,52928
ZCTA5 01094,184,52928
ZCTA5 50163,385,52927
ZCTA5 70094,11485,52925
ZCTA5 28043,8442,52924
ZCTA5 54495,3471,52924
ZCTA5 52548,39,52921
ZCTA5 65653,2614,52920
ZCTA5 38876,531,52919
ZCTA5 66869,293,52918
ZCTA5 38829,6940,52916
ZCTA5 48632,2151,52915
ZCTA5 41231,280,52913
ZCTA5 23075,3819,52910
ZCTA5 43805,78,52908
ZCTA5 79258,27,52907
ZCTA5 37650,5460,52903
ZCTA5 15461,1709,52899
ZCTA5 95916,505,52898
ZCTA5 28719,2822,52897
ZCTA5 95464,935,52896
ZCTA5 74426,3843,52892
ZCTA5 75051,13453,52889
ZCTA5 74868,4824,52886
ZCTA5 30662,3288,52884
ZCTA5 24866,110,52884
ZCTA5 38548,441,52883
ZCTA5 76059,1740,52882
ZCTA5 14203,1275,52882
ZCTA5 87752,297,52877
ZCTA5 41537,1826,52876
ZCTA5 38052,1749,52876
ZCTA5 87421,516,52875
ZCTA5 95306,413,52872
ZCTA5 45390,1237,52870
ZCTA5 32811,14402,52865
ZCTA5 49948,235,52854
ZCTA5 89834,54,52854
ZCTA5 61563,206,52849
ZCTA5 54760,104,52848
ZCTA5 64738,542,52847
ZCTA5 97907,238,52847
ZCTA5 44102,20377,52846
ZCTA5 81123,380,52836
ZCTA5 29164,2098,52832
ZCTA5 75253,6702,52830
ZCTA5 38549,1693,52827
ZCTA5 28606,565,52827
ZCTA5 27401,7588,52821
ZCTA5 60974,114,52818
ZCTA5 07522,6396,52814
ZCTA5 56160,105,52812
ZCTA5 65542,2135,52811
ZCTA5 71973,599,52808
ZCTA5 69128,133,52808
ZCTA5 37841,4016,52805
ZCTA5 25118,349,52799
ZCTA5 40807,125,52798
ZCTA5 61801,12058,52797
ZCTA5 32464,1609,52793
ZCTA5 62051,369,52792
ZCTA5 97419,385,52791
ZCTA5 64428,241,52789
ZCTA5 30286,8914,52786
ZCTA5 53209,19683,52783
ZCTA5 83285,39,52782
ZCTA5 56581,124,52781
ZCTA5 21217,14263,52780
ZCTA5 46985,629,52776
ZCTA5 75493,153,52775
ZCTA5 25913,133,52774
ZCTA5 56575,308,52773
ZCTA5 57531,56,52773
ZCTA5 31408,3238,52771
ZCTA5 05342,205,52770
ZCTA5 58528,138,52766
ZCTA5 64763,629,52763
ZCTA5 05872,400,52762
ZCTA5 73115,8148,52761
ZCTA5 44427,488,52761
ZCTA5 42642,4871,52755
ZCTA5 24557,3595,52753
ZCTA5 65775,9963,52752
ZCTA5 15631,440,52747
ZCTA5 76660,186,52739
ZCTA5 33126,18035,52737
ZCTA5 98583,43,52737
ZCTA5 49879,461,52735
ZCTA5 39355,2643,52731
ZCTA5 19604,8835,52727
ZCTA5 28684,945,52725
ZCTA5 16670,12,52725
ZCTA5 18224,2594,52724
ZCTA5 47964,41,52722
ZCTA5 74035,1447,52721
ZCTA5 68835,253,52721
ZCTA5 17034,1063,52720
ZCTA5 25193,223,52720
ZCTA5 27805,1578,52716
ZCTA5 61043,49,52714
ZCTA5 76373,68,52713
ZCTA5 38824,2767,52712
ZCTA5 16667,553,52712
ZCTA5 71841,339,52706
ZCTA5 32310,5797,52704
ZCTA5 14782,970,52702
ZCTA5 93252,902,52698
ZCTA5 90021,1778,52696
ZCTA5 15204,3584,52694
ZCTA5 36027,5804,52692
ZCTA5 17923,152,52692
ZCTA5 67626,86,52692
ZCTA5 23440,227,52691
ZCTA5 75569,1367,52690
ZCTA5 41201,75,52689
ZCTA5 28369,926,52687
ZCTA5 81081,68,52684
ZCTA5 26101,11951,52682
ZCTA5 18237,1458,52680
ZCTA5 39561,722,52680
ZCTA5 78577,22690,52678
ZCTA5 74957,427,52671
ZCTA5 65803,18070,52670
ZCTA5 04739,295,52669
ZCTA5 35967,6194,52668
ZCTA5 37137,1134,52663
ZCTA5 16351,671,52659
ZCTA5 36904,1614,52658
ZCTA5 36322,3922,52657
ZCTA5 31622,812,52648
ZCTA5 80862,19,52642
ZCTA5 50316,5190,52638
ZCTA5 47260,812,52638
ZCTA5 13693,182,52637
ZCTA5 64631,292,52628
ZCTA5 81049,124,52628
ZCTA5 56056,37,52622
ZCTA5 13639,92,52620
ZCTA5 71286,176,52616
ZCTA5 49616,876,52615
ZCTA5 38620,1008,52614
ZCTA5 28384,3831,52612
ZCTA5 44683,3087,52605
ZCTA5 39744,2128,52603
ZCTA5 58538,606,52603
ZCTA5 29341,7885,52600
ZCTA5 28771,3358,52600
ZCTA5 72006,1178,52600
ZCTA5 45663,2560,52597
ZCTA5 27022,522,52596
ZCTA5 37869,1933,52595
ZCTA5 74027,391,52593
ZCTA5 14732,87,52593
ZCTA5 28665,1039,52589
ZCTA5 17862,130,52586
ZCTA5 56389,33,52585
ZCTA5 73501,7425,52584
ZCTA5 92277,9092,52582
ZCTA5 32096,1189,52581
ZCTA5 74028,659,52581
ZCTA5 15210,11412,52578
ZCTA5 24354,5926,52577
ZCTA5 28783,516,52577
ZCTA5 16940,88,52577
ZCTA5 47958,64,52577
ZCTA5 50476,293,52576
ZCTA5 87412,500,52575
ZCTA5 67645,296,52574
ZCTA5 36912,752,52573
ZCTA5 49202,9041,52565
ZCTA5 57379,41,52559
ZCTA5 38457,258,52558
ZCTA5 74948,4467,52556
ZCTA5 29848,322,52552
ZCTA5 41544,252,52552
ZCTA5 37917,11867,52551
ZCTA5 50272,57,52546
ZCTA5 29819,634,52544
ZCTA5 24228,2503,52543
ZCTA5 32455,1663,52543
ZCTA5 75638,2242,52542
ZCTA5 54862,157,52538
ZCTA5 83672,3555,52537
ZCTA5 63660,1060,52527
ZCTA5 74825,844,52527
ZCTA5 81076,209,52522
ZCTA5 63438,152,52522
ZCTA5 67621,155,52519
ZCTA5 97639,177,52516
ZCTA5 45767,1085,52504
ZCTA5 89020,496,52504
ZCTA5 98433,4399,52496
ZCTA5 71663,234,52496
ZCTA5 46802,4883,52492
ZCTA5 92309,246,52485
ZCTA5 48030,7147,52483
ZCTA5 78228,18773,52482
ZCTA5 97112,767,52479
ZCTA5 23938,136,52478
ZCTA5 70117,11998,52476
ZCTA5 38852,3767,52475
ZCTA5 72479,601,52474
ZCTA5 27405,19357,52472
ZCTA5 42731,72,52472
ZCTA5 40161,72,52471
ZCTA5 38860,1983,52468
ZCTA5 15480,941,52468
ZCTA5 21521,490,52465
ZCTA5 95318,169,52463
ZCTA5 38736,91,52458
ZCTA5 81434,132,52457
ZCTA5 37847,1092,52453
ZCTA5 38040,2039,52451
ZCTA5 48770,697,52449
ZCTA5 85009,14042,52448
ZCTA5 79563,378,52447
ZCTA5 57642,556,52441
ZCTA5 17069,55,52440
ZCTA5 93251,75,52436
ZCTA5 28651,2776,52432
ZCTA5 29569,6433,52426
ZCTA5 72020,1348,52426
ZCTA5 15424,936,52425
ZCTA5 32064,2450,52423
ZCTA5 87511,588,52419
ZCTA5 25529,412,52418
ZCTA5 50452,469,52417
ZCTA5 38050,306,52417
ZCTA5 65660,109,52417
ZCTA5 14536,297,52411
ZCTA5 25650,120,52411
ZCTA5 27925,1594,52407
ZCTA5 75212,8183,52406
ZCTA5 29630,7137,52405
ZCTA5 74937,1959,52403
ZCTA5 35115,6198,52401
ZCTA5 28352,9015,52400
ZCTA5 23702,4633,52398
ZCTA5 82324,96,52398
ZCTA5 28073,2244,52397
ZCTA5 37311,11030,52395
ZCTA5 29936,5433,52394
ZCTA5 27508,878,52389
ZCTA5 79403,5742,52384
ZCTA5 49871,200,52377
ZCTA5 79312,314,52375
ZCTA5 48853,241,52368
ZCTA5 31560,1075,52367
ZCTA5 29843,536,52365
ZCTA5 99739,55,52358
ZCTA5 58329,964,52354
ZCTA5 77037,5221,52352
ZCTA5 28431,3210,52352
ZCTA5 40489,1527,52348
ZCTA5 63944,766,52345
ZCTA5 14753,545,52343
ZCTA5 49891,301,52343
ZCTA5 14511,156,52342
ZCTA5 43758,1219,52341
ZCTA5 69046,54,52339
ZCTA5 61940,155,52330
ZCTA5 28458,2216,52325
ZCTA5 31537,3068,52320
ZCTA5 72801,6070,52319
ZCTA5 21821,390,52319
ZCTA5 32640,4141,52316
ZCTA5 72130,213,52316
ZCTA5 27875,205,52313
ZCTA5 83467,2979,52311
ZCTA5 37872,645,52307
ZCTA5 21641,41,52305
ZCTA5 65614,187,52304
ZCTA5 13802,491,52301
ZCTA5 65323,335,52301
ZCTA5 46175,224,52296
ZCTA5 28333,3837,52295
ZCTA5 15434,132,52295
ZCTA5 78582,10957,52293
ZCTA5 46998,96,52291
ZCTA5 04216,205,52289
ZCTA5 71295,4834,52279
ZCTA5 28325,273,52274
ZCTA5 73569,213,52274
ZCTA5 15927,422,52269
ZCTA5 51433,234,52269
ZCTA5 73570,371,52264
ZCTA5 87499,167,52263
ZCTA5 71065,507,52262
ZCTA5 24013,2668,52261
ZCTA5 65590,442,52255
ZCTA5 75448,258,52253
ZCTA5 47344,66,52247
ZCTA5 40310,166,52246
ZCTA5 64750,163,52242
ZCTA5 64125,628,52241
ZCTA5 59213,248,52239
ZCTA5 74346,2513,52238
ZCTA5 35233,1431,52234
ZCTA5 54654,80,52234
ZCTA5 14210,6465,52233
ZCTA5 38359,117,52233
ZCTA5 45015,4776,52232
ZCTA5 04471,273,52232
ZCTA5 35958,1212,52228
ZCTA5 97357,120,52228
ZCTA5 43756,2191,52227
ZCTA5 17570,57,52226
ZCTA5 80801,75,52220
ZCTA5 39342,611,52218
ZCTA5 36742,1093,52216
ZCTA5 26040,770,52215
ZCTA5 72335,6131,52213
ZCTA5 30828,1652,52213
ZCTA5 87731,127,52213
ZCTA5 68416,98,52212
ZCTA5 35582,2002,52207
ZCTA5 69352,287,52205
ZCTA5 75172,1607,52204
ZCTA5 79730,76,52203
ZCTA5 27027,1987,52200
ZCTA5 18814,77,52195
ZCTA5 46144,55,52193
ZCTA5 85324,1296,52192
ZCTA5 83548,50,52188
ZCTA5 39423,1203,52179
ZCTA5 70749,577,52179
ZCTA5 72542,1818,52176
ZCTA5 68442,121,52176
ZCTA5 70372,1142,52175
ZCTA5 32603,1753,52170
ZCTA5 21817,1876,52162
ZCTA5 39051,5953,52161
ZCTA5 35221,1764,52159
ZCTA5 04415,139,52159
ZCTA5 62284,222,52152
ZCTA5 49952,46,52152
ZCTA5 72560,3405,52151
ZCTA5 63764,1987,52149
ZCTA5 78834,2460,52146
ZCTA5 46939,783,52146
ZCTA5 29560,5471,52142
ZCTA5 14715,1121,52142
ZCTA5 15943,1640,52136
ZCTA5 27824,522,52136
ZCTA5 49958,318,52133
ZCTA5 87327,1851,52122
ZCTA5 31211,6286,52119
ZCTA5 99641,143,52114
ZCTA5 67638,133,52113
ZCTA5 73951,407,52109
ZCTA5 79930,10496,52108
ZCTA5 65692,496,52108
ZCTA5 38701,9096,52105
ZCTA5 86320,1039,52105
ZCTA5 25266,316,52104
ZCTA5 74827,142,52104
ZCTA5 73639,205,52100
ZCTA5 02872,101,52099
ZCTA5 51363,92,52098
ZCTA5 49872,100,52096
ZCTA5 71433,1530,52095
ZCTA5 63545,379,52094
ZCTA5 49863,76,52091
ZCTA5 40437,2272,52090
ZCTA5 47381,57,52081
ZCTA5 89512,11193,52078
ZCTA5 39459,1320,52076
ZCTA5 91905,645,52076
ZCTA5 62910,954,52075
ZCTA5 28585,1639,52073
ZCTA5 23064,187,52073
ZCTA5 32355,167,52071
ZCTA5 93545,654,52066
ZCTA5 63352,545,52066
ZCTA5 76882,108,52059
ZCTA5 35570,4549,52055
ZCTA5 95546,1107,52055
ZCTA5 31719,3127,52052
ZCTA5 24236,1192,52048
ZCTA5 36522,2386,52037
ZCTA5 44405,3213,52032
ZCTA5 29702,3520,52029
ZCTA5 65565,2000,52026
ZCTA5 71644,226,52026
ZCTA5 31790,759,52024
ZCTA5 48766,552,52024
ZCTA5 50842,34,52024
ZCTA5 44137,10043,52023
ZCTA5 70380,9065,52023
ZCTA5 29742,1085,52017
ZCTA5 65720,391,52015
ZCTA5 51033,216,52015
ZCTA5 38850,890,52014
ZCTA5 04430,778,52008
ZCTA5 93203,5077,52007
ZCTA5 40419,1565,52007
ZCTA5 17260,442,52006
ZCTA5 97636,220,52005
ZCTA5 21856,286,52004
ZCTA5 28902,449,52000
ZCTA5 29018,1313,51996
ZCTA5 40009,572,51992
ZCTA5 42746,768,51991
ZCTA5 59639,575,51991
ZCTA5 54537,208,51991
ZCTA5 54564,151,51991
ZCTA5 74850,102,51973
ZCTA5 25061,206,51972
ZCTA5 67524,248,51970
ZCTA5 78361,1563,51969
ZCTA5 65439,55,51969
ZCTA5 81041,287,51965
ZCTA5 92363,2095,51962
ZCTA5 06106,14634,51958
ZCTA5 79848,351,51953
ZCTA5 44670,51,51949
ZCTA5 71019,2873,51948
ZCTA5 24920,89,51948
ZCTA5 70577,1227,51946
ZCTA5 79339,2420,51945
ZCTA5 87567,392,51942
ZCTA5 71859,268,51940
ZCTA5 62240,551,51938
ZCTA5 67642,944,51932
ZCTA5 32110,3123,51925
ZCTA5 71461,1264,51922
ZCTA5 32132,3887,51920
ZCTA5 29148,2746,51920
ZCTA5 29163,485,51920
ZCTA5 40374,708,51913
ZCTA5 42782,319,51912
ZCTA5 36276,917,51911
ZCTA5 71457,9425,51909
ZCTA5 97442,1052,51909
ZCTA5 44710,3436,51906
ZCTA5 29924,1999,51906
ZCTA5 74572,298,51904
ZCTA5 28360,4984,51903
ZCTA5 32321,1721,51899
ZCTA5 24133,907,51898
ZCTA5 32822,22655,51894
ZCTA5 33870,8700,51894
ZCTA5 48745,599,51892
ZCTA5 99554,228,51892
ZCTA5 70053,7564,51890
ZCTA5 46235,12101,51888
ZCTA5 28538,973,51887
ZCTA5 67441,405,51887
ZCTA5 99207,12623,51883
ZCTA5 24910,1818,51881
ZCTA5 99636,148,51880
ZCTA5 76543,12618,51876
ZCTA5 26377,286,51873
ZCTA5 57256,71,51872
ZCTA5 36031,54,51872
ZCTA5 57468,194,51870
ZCTA5 70041,1148,51867
ZCTA5 39421,1225,51864
ZCTA5 54625,122,51861
ZCTA5 24016,4303,51860
ZCTA5 24931,449,51860
ZCTA5 63053,40,51860
ZCTA5 42722,179,51859
ZCTA5 24120,693,51858
ZCTA5 49815,119,51854
ZCTA5 36869,8545,51853
ZCTA5 99134,260,51850
ZCTA5 40460,480,51849
ZCTA5 28052,13086,51848
ZCTA5 28472,7192,51847
ZCTA5 42602,4046,51845
ZCTA5 95365,1149,51844
ZCTA5 93239,589,51843
ZCTA5 36560,1183,51842
ZCTA5 78538,3125,51839
ZCTA5 24530,404,51839
ZCTA5 81429,36,51839
ZCTA5 59545,39,51838
ZCTA5 41653,4239,51837
ZCTA5 45801,8792,51835
ZCTA5 29048,2261,51833
ZCTA5 75847,713,51833
ZCTA5 38565,310,51830
ZCTA5 38627,527,51829
ZCTA5 41263,127,51828
ZCTA5 15753,177,51827
ZCTA5 37324,2493,51823
ZCTA5 38915,1569,51822
ZCTA5 41339,4147,51821
ZCTA5 47710,8021,51818
ZCTA5 27910,4713,51815
ZCTA5 50577,181,51809
ZCTA5 15692,428,51806
ZCTA5 73843,296,51806
ZCTA5 99140,214,51806
ZCTA5 65461,62,51805
ZCTA5 96086,131,51803
ZCTA5 73551,23,51800
ZCTA5 49442,15397,51796
ZCTA5 30148,174,51796
ZCTA5 26818,302,51795
ZCTA5 07107,13574,51794
ZCTA5 38603,1216,51794
ZCTA5 39483,2412,51792
ZCTA5 76464,262,51791
ZCTA5 42259,421,51784
ZCTA5 33854,188,51780
ZCTA5 40371,1145,51777
ZCTA5 74867,206,51777
ZCTA5 18455,57,51772
ZCTA5 99143,333,51770
ZCTA5 24528,1514,51769
ZCTA5 28442,637,51762
ZCTA5 73460,1871,51751
ZCTA5 58203,7676,51747
ZCTA5 72901,9223,51744
ZCTA5 36480,683,51743
ZCTA5 89314,128,51741
ZCTA5 31042,548,51740
ZCTA5 25315,1397,51739
ZCTA5 84723,277,51736
ZCTA5 46327,3912,51733
ZCTA5 75966,1647,51731
ZCTA5 37339,681,51723
ZCTA5 25661,2475,51721
ZCTA5 74343,1240,51716
ZCTA5 65744,35,51714
ZCTA5 97108,221,51712
ZCTA5 14802,359,51707
ZCTA5 74340,101,51707
ZCTA5 76104,6693,51706
ZCTA5 95565,264,51706
ZCTA5 48207,11739,51704
ZCTA5 93260,95,51703
ZCTA5 78520,18128,51701
ZCTA5 54515,255,51701
ZCTA5 67024,412,51700
ZCTA5 04459,368,51697
ZCTA5 74574,407,51696
ZCTA5 28401,10944,51695
ZCTA5 34691,8946,51692
ZCTA5 55758,80,51686
ZCTA5 24641,2462,51673
ZCTA5 62861,56,51671
ZCTA5 58222,119,51670
ZCTA5 42453,198,51667
ZCTA5 15775,368,51666
ZCTA5 31551,345,51658
ZCTA5 38745,69,51658
ZCTA5 61410,1574,51656
ZCTA5 15054,132,51652
ZCTA5 63137,8144,51650
ZCTA5 32187,659,51650
ZCTA5 65622,3464,51646
ZCTA5 73127,8530,51645
ZCTA5 73006,1235,51645
ZCTA5 93615,1490,51644
ZCTA5 31789,511,51641
ZCTA5 49776,714,51640
ZCTA5 43227,9751,51639
ZCTA5 26030,254,51637
ZCTA5 65263,639,51635
ZCTA5 62896,5024,51634
ZCTA5 23605,6115,51629
ZCTA5 29836,130,51628
ZCTA5 72561,211,51624
ZCTA5 15954,1079,51622
ZCTA5 46393,101,51615
ZCTA5 17866,3587,51611
ZCTA5 86333,2628,51610
ZCTA5 79821,1878,51610
ZCTA5 57346,73,51608
ZCTA5 73461,260,51607
ZCTA5 24649,1156,51606
ZCTA5 41835,326,51601
ZCTA5 16879,198,51599
ZCTA5 05050,61,51595
ZCTA5 36310,2542,51593
ZCTA5 92281,668,51591
ZCTA5 71046,600,51591
ZCTA5 70114,9140,51590
ZCTA5 35654,3018,51590
ZCTA5 79256,151,51590
ZCTA5 59535,30,51590
ZCTA5 39668,400,51583
ZCTA5 18201,10607,51577
ZCTA5 81327,218,51577
ZCTA5 41746,352,51575
ZCTA5 31768,8158,51573
ZCTA5 41238,243,51573
ZCTA5 35630,15057,51572
ZCTA5 31082,4178,51572
ZCTA5 56669,123,51572
ZCTA5 49656,640,51571
ZCTA5 36860,795,51570
ZCTA5 48340,9989,51562
ZCTA5 89422,119,51562
ZCTA5 04495,171,51561
ZCTA5 76842,114,51558
ZCTA5 78359,644,51555
ZCTA5 76377,192,51551
ZCTA5 69331,29,51548
ZCTA5 15082,82,51545
ZCTA5 35476,2675,51542
ZCTA5 23923,1111,51541
ZCTA5 71764,626,51538
ZCTA5 14549,47,51536
ZCTA5 29683,173,51535
ZCTA5 64457,78,51532
ZCTA5 68749,32,51531
ZCTA5 65654,138,51527
ZCTA5 19138,11975,51524
ZCTA5 75141,984,51522
ZCTA5 04745,407,51514
ZCTA5 16724,50,51514
ZCTA5 45612,1732,51512
ZCTA5 58748,71,51510
ZCTA5 79560,61,51508
ZCTA5 38610,918,51505
ZCTA5 48139,69,51503
ZCTA5 26031,654,51501
ZCTA5 29639,538,51491
ZCTA5 31301,2014,51488
ZCTA5 14779,2783,51482
ZCTA5 74370,1457,51475
ZCTA5 29591,1873,51474
ZCTA5 23954,920,51474
ZCTA5 58229,41,51473
ZCTA5 72567,94,51468
ZCTA5 27810,1896,51465
ZCTA5 43232,18329,51461
ZCTA5 33973,4025,51461
ZCTA5 49895,247,51461
ZCTA5 92410,12661,51455
ZCTA5 74536,723,51454
ZCTA5 59856,144,51454
ZCTA5 82510,84,51451
ZCTA5 42754,5983,51450
ZCTA5 64667,117,51444
ZCTA5 46377,132,51440
ZCTA5 99786,80,51436
ZCTA5 62078,28,51432
ZCTA5 79053,21,51429
ZCTA5 80727,319,51426
ZCTA5 78416,5310,51424
ZCTA5 73114,7921,51421
ZCTA5 95686,368,51418
ZCTA5 66104,9530,51417
ZCTA5 43986,784,51417
ZCTA5 39813,896,51408
ZCTA5 15714,1925,51405
ZCTA5 45812,716,51404
ZCTA5 49625,493,51401
ZCTA5 74720,198,51401
ZCTA5 38833,951,51399
ZCTA5 47038,706,51397
ZCTA5 71259,762,51396
ZCTA5 12434,445,51395
ZCTA5 71944,310,51395
ZCTA5 71454,901,51392
ZCTA5 90057,17555,51386
ZCTA5 62672,85,51372
ZCTA5 26276,293,51367
ZCTA5 47465,175,51365
ZCTA5 65627,336,51363
ZCTA5 29488,8437,51362
ZCTA5 87556,826,51361
ZCTA5 27812,1120,51356
ZCTA5 72179,160,51354
ZCTA5 99565,13,51354
ZCTA5 64054,1158,51352
ZCTA5 45646,183,51352
ZCTA5 69043,210,51351
ZCTA5 97480,137,51350
ZCTA5 04668,626,51348
ZCTA5 36425,332,51347
ZCTA5 74127,6618,51343
ZCTA5 31001,819,51343
ZCTA5 23066,109,51331
ZCTA5 37731,123,51330
ZCTA5 35904,5338,51319
ZCTA5 15863,91,51319
ZCTA5 87701,7884,51316
ZCTA5 35228,3937,51316
ZCTA5 86504,1965,51316
ZCTA5 98326,360,51316
ZCTA5 93250,3264,51313
ZCTA5 74832,267,51311
ZCTA5 73455,234,51308
ZCTA5 70580,88,51303
ZCTA5 77617,38,51303
ZCTA5 99105,21,51300
ZCTA5 47868,1331,51298
ZCTA5 42464,645,51298
ZCTA5 24220,347,51298
ZCTA5 13834,92,51296
ZCTA5 37723,511,51295
ZCTA5 62289,114,51289
ZCTA5 99644,62,51287
ZCTA5 99651,4,51275
ZCTA5 76693,707,51274
ZCTA5 70346,3890,51270
ZCTA5 38585,1691,51268
ZCTA5 45032,207,51265
ZCTA5 49631,2557,51262
ZCTA5 26847,2623,51257
ZCTA5 15757,605,51256
ZCTA5 59231,181,51255
ZCTA5 45866,61,51252
ZCTA5 49746,1570,51250
ZCTA5 64050,9339,51249
ZCTA5 67578,545,51247
ZCTA5 59529,81,51244
ZCTA5 62901,11448,51243
ZCTA5 38841,1181,51238
ZCTA5 97830,342,51230
ZCTA5 48915,4069,51219
ZCTA5 34741,16278,51218
ZCTA5 37727,939,51210
ZCTA5 43006,231,51204
ZCTA5 19358,197,51203
ZCTA5 25152,219,51194
ZCTA5 23303,157,51194
ZCTA5 04622,461,51191
ZCTA5 81151,631,51187
ZCTA5 26264,260,51185
ZCTA5 32157,148,51180
ZCTA5 78214,7939,51175
ZCTA5 23944,1354,51170
ZCTA5 24834,230,51168
ZCTA5 30453,2697,51166
ZCTA5 38601,719,51149
ZCTA5 50223,218,51144
ZCTA5 31094,321,51143
ZCTA5 37178,763,51141
ZCTA5 46988,336,51141
ZCTA5 56177,20,51140
ZCTA5 70811,4754,51138
ZCTA5 97434,296,51138
ZCTA5 45402,4588,51136
ZCTA5 27832,1258,51136
ZCTA5 87829,316,51132
ZCTA5 95717,77,51130
ZCTA5 35542,337,51128
ZCTA5 97761,1030,51127
ZCTA5 38658,885,51125
ZCTA5 35447,1314,51120
ZCTA5 35178,1277,51120
ZCTA5 70773,101,51117
ZCTA5 31323,652,51111
ZCTA5 38761,677,51107
ZCTA5 38348,416,51101
ZCTA5 24270,192,51094
ZCTA5 81501,9729,51093
ZCTA5 12305,3017,51092
ZCTA5 35810,11487,51088
ZCTA5 03570,3998,51084
ZCTA5 31779,3239,51083
ZCTA5 63620,469,51075
ZCTA5 46759,170,51075
ZCTA5 37726,707,51073
ZCTA5 72080,153,51073
ZCTA5 38368,837,51071
ZCTA5 41098,774,51071
ZCTA5 59022,444,51070
ZCTA5 98844,2062,51067
ZCTA5 16939,129,51066
ZCTA5 49632,482,51061
ZCTA5 93648,4146,51058
ZCTA5 85017,11554,51055
ZCTA5 53827,83,51047
ZCTA5 72031,2872,51043
ZCTA5 23974,1655,51039
ZCTA5 81133,505,51037
ZCTA5 41837,400,51028
ZCTA5 56146,29,51021
ZCTA5 64830,304,51015
ZCTA5 46224,13754,51014
ZCTA5 62426,361,51014
ZCTA5 33540,4175,51013
ZCTA5 38069,1018,51012
ZCTA5 54858,755,51011
ZCTA5 78570,8732,51009
ZCTA5 69360,599,51009
ZCTA5 36432,578,51008
ZCTA5 72826,24,51008
ZCTA5 32134,3277,51007
ZCTA5 35575,468,51005
ZCTA5 56440,508,51003
ZCTA5 32694,1082,50995
ZCTA5 10451,20229,50993
ZCTA5 45662,12417,50988
ZCTA5 85603,3476,50986
ZCTA5 31563,433,50984
ZCTA5 66734,77,50983
ZCTA5 99621,99,50981
ZCTA5 42223,4856,50972
ZCTA5 45361,115,50965
ZCTA5 57245,81,50964
ZCTA5 49839,174,50960
ZCTA5 76706,13488,50959
ZCTA5 47952,1268,50959
ZCTA5 63548,359,50958
ZCTA5 29069,2041,50957
ZCTA5 27379,2077,50953
ZCTA5 49309,740,50952
ZCTA5 65661,994,50946
ZCTA5 47369,791,50946
ZCTA5 38944,126,50945
ZCTA5 27849,732,50942
ZCTA5 40146,1489,50934
