NAME,S1901_C01_001E,S1901_C01_013E
ZCTA5 14543,1277,100292
ZCTA5 21757,948,100282
ZCTA5 56011,3206,100272
ZCTA5 59258,88,100268
ZCTA5 95959,7377,100264
ZCTA5 25414,6966,100262
ZCTA5 34771,6618,100259
ZCTA5 16035,33,100258
ZCTA5 22546,6161,100254
ZCTA5 07033,2727,100247
ZCTA5 35124,9645,100239
ZCTA5 73078,3843,100230
ZCTA5 55118,12292,100219
ZCTA5 95973,13845,100204
ZCTA5 45409,2886,100198
ZCTA5 11950,4626,100190
ZCTA5 58712,42,100186
ZCTA5 36578,663,100179
ZCTA5 97370,3314,100171
ZCTA5 78154,14681,100169
ZCTA5 12538,5262,100155
ZCTA5 28027,23676,100151
ZCTA5 48079,4803,100147
ZCTA5 03865,3311,100141
ZCTA5 32669,4854,100139
ZCTA5 37360,711,100139
ZCTA5 17321,883,100136
ZCTA5 61418,312,100134
ZCTA5 27006,6255,100119
ZCTA5 80640,3967,100113
ZCTA5 22639,212,100112
ZCTA5 97002,2270,100091
ZCTA5 63129,21649,100083
ZCTA5 62975,74,100077
ZCTA5 20018,8133,100067
ZCTA5 80829,2817,100065
ZCTA5 61738,1535,100065
ZCTA5 98802,11530,100063
ZCTA5 07863,1482,100056
ZCTA5 23967,468,100054
ZCTA5 98446,4116,100046
ZCTA5 17951,171,100040
ZCTA5 53086,3444,100035
ZCTA5 58654,109,100016
ZCTA5 43780,859,100012
ZCTA5 47866,173,100002
ZCTA5 55074,815,99988
ZCTA5 01757,11064,99985
ZCTA5 19001,6132,99983
ZCTA5 98371,8454,99982
ZCTA5 89143,3926,99974
ZCTA5 18064,9698,99937
ZCTA5 29407,15654,99927
ZCTA5 56517,107,99927
ZCTA5 55092,4017,99925
ZCTA5 60625,30163,99924
ZCTA5 43528,6475,99921
ZCTA5 29909,9675,99910
ZCTA5 94124,11148,99905
ZCTA5 33304,8980,99896
ZCTA5 53516,1055,99895
ZCTA5 16037,1779,99894
ZCTA5 06242,482,99891
ZCTA5 53181,2781,99889
ZCTA5 81507,6272,99887
ZCTA5 34120,11617,99886
ZCTA5 92678,214,99882
ZCTA5 51575,547,99874
ZCTA5 61550,7212,99867
ZCTA5 70783,1165,99866
ZCTA5 68428,455,99864
ZCTA5 56044,805,99863
ZCTA5 17360,2585,99862
ZCTA5 99645,8726,99861
ZCTA5 61873,2137,99857
ZCTA5 51561,439,99848
ZCTA5 49282,176,99847
ZCTA5 98380,1623,99843
ZCTA5 96781,371,99829
ZCTA5 44124,17329,99828
ZCTA5 02382,5596,99820
ZCTA5 02576,1828,99819
ZCTA5 79758,1090,99803
ZCTA5 18353,4892,99800
ZCTA5 12116,696,99798
ZCTA5 21917,637,99798
ZCTA5 39157,10235,99795
ZCTA5 12508,7349,99795
ZCTA5 68979,715,99792
ZCTA5 62671,216,99792
ZCTA5 67120,311,99791
ZCTA5 33543,9822,99790
ZCTA5 84094,9394,99789
ZCTA5 33777,6956,99788
ZCTA5 78723,14192,99783
ZCTA5 66219,6234,99777
ZCTA5 22625,1370,99773
ZCTA5 69333,107,99766
ZCTA5 07650,7291,99747
ZCTA5 55422,12602,99743
ZCTA5 02719,6767,99740
ZCTA5 66053,2656,99739
ZCTA5 29063,14600,99738
ZCTA5 80021,14942,99730
ZCTA5 31811,2030,99724
ZCTA5 59937,5996,99709
ZCTA5 56325,80,99685
ZCTA5 92081,10654,99684
ZCTA5 43004,9675,99684
ZCTA5 62218,698,99683
ZCTA5 01960,21944,99674
ZCTA5 98932,1395,99654
ZCTA5 68114,8166,99652
ZCTA5 02816,13394,99650
ZCTA5 55089,621,99648
ZCTA5 62265,1720,99640
ZCTA5 25832,1766,99638
ZCTA5 19702,20009,99630
ZCTA5 06492,18375,99611
ZCTA5 02649,6552,99606
ZCTA5 56319,553,99604
ZCTA5 17584,4032,99600
ZCTA5 49415,2755,99600
ZCTA5 68770,665,99583
ZCTA5 50211,5338,99576
ZCTA5 78008,183,99575
ZCTA5 80923,11085,99573
ZCTA5 25124,481,99572
ZCTA5 05737,347,99571
ZCTA5 10301,14466,99556
ZCTA5 03244,2831,99548
ZCTA5 33187,5224,99537
ZCTA5 17225,7596,99536
ZCTA5 02726,6159,99536
ZCTA5 98223,17601,99533
ZCTA5 97019,1198,99528
ZCTA5 45052,1604,99527
ZCTA5 15330,2070,99526
ZCTA5 32226,5730,99517
ZCTA5 06234,2819,99516
ZCTA5 81301,11986,99514
ZCTA5 58013,73,99504
ZCTA5 58778,70,99504
ZCTA5 01521,1041,99502
ZCTA5 61275,1886,99501
ZCTA5 01438,211,99500
ZCTA5 64079,5065,99494
ZCTA5 70508,16007,99491
ZCTA5 08628,4133,99491
ZCTA5 92071,19360,99481
ZCTA5 57064,2191,99475
ZCTA5 45255,9110,99464
ZCTA5 48386,7398,99457
ZCTA5 50440,171,99454
ZCTA5 96717,1265,99447
ZCTA5 92108,10832,99445
ZCTA5 84306,100,99442
ZCTA5 11378,12887,99441
ZCTA5 05472,703,99440
ZCTA5 50276,890,99434
ZCTA5 24090,1876,99433
ZCTA5 48353,2750,99426
ZCTA5 99661,422,99423
ZCTA5 91607,13631,99419
ZCTA5 01062,4082,99412
ZCTA5 01524,2363,99396
ZCTA5 44214,732,99391
ZCTA5 08722,3992,99389
ZCTA5 80120,13733,99384
ZCTA5 07461,6782,99378
ZCTA5 54115,18116,99376
ZCTA5 99744,61,99367
ZCTA5 89134,11665,99359
ZCTA5 04071,2214,99335
ZCTA5 76266,5458,99332
ZCTA5 80004,14444,99325
ZCTA5 89703,4727,99304
ZCTA5 10305,15379,99302
ZCTA5 94607,11121,99298
ZCTA5 05255,1984,99298
ZCTA5 98262,474,99289
ZCTA5 12198,2837,99288
ZCTA5 92069,14535,99266
ZCTA5 34639,10195,99266
ZCTA5 01529,1305,99264
ZCTA5 22603,5856,99262
ZCTA5 60643,17601,99256
ZCTA5 10933,130,99250
ZCTA5 60513,7005,99242
ZCTA5 52754,559,99240
ZCTA5 68023,964,99237
ZCTA5 94102,19089,99235
ZCTA5 13403,1874,99235
ZCTA5 70711,1759,99225
ZCTA5 68138,4565,99224
ZCTA5 94565,27807,99212
ZCTA5 95446,2443,99209
ZCTA5 94525,1434,99205
ZCTA5 02840,10116,99201
ZCTA5 55766,7,99186
ZCTA5 23836,4619,99172
ZCTA5 04039,3388,99167
ZCTA5 45860,969,99159
ZCTA5 44846,1130,99158
ZCTA5 39088,26,99158
ZCTA5 30002,2871,99128
ZCTA5 18618,1516,99123
ZCTA5 01531,449,99116
ZCTA5 93422,12956,99115
ZCTA5 55967,383,99114
ZCTA5 55982,176,99114
ZCTA5 60447,4802,99113
ZCTA5 12094,817,99112
ZCTA5 95449,508,99102
ZCTA5 08312,2971,99096
ZCTA5 21756,1155,99095
ZCTA5 80922,10307,99072
ZCTA5 07034,3750,99062
ZCTA5 76028,24470,99055
ZCTA5 58021,193,99053
ZCTA5 08619,9031,99047
ZCTA5 35803,11424,99045
ZCTA5 18960,4649,99026
ZCTA5 75065,4655,99017
ZCTA5 68303,142,99015
ZCTA5 35043,4103,99004
ZCTA5 46731,235,99003
ZCTA5 35222,4081,98995
ZCTA5 29605,15074,98993
ZCTA5 01930,13410,98993
ZCTA5 15108,17387,98986
ZCTA5 76878,656,98984
ZCTA5 98146,10336,98981
ZCTA5 81637,2526,98977
ZCTA5 18104,16419,98975
ZCTA5 94928,16241,98961
ZCTA5 75081,15082,98954
ZCTA5 08629,4087,98954
ZCTA5 57068,572,98951
ZCTA5 21060,14077,98947
ZCTA5 13850,9372,98944
ZCTA5 28443,8731,98929
ZCTA5 49127,4377,98928
ZCTA5 01540,4074,98918
ZCTA5 95376,16916,98897
ZCTA5 49613,281,98887
ZCTA5 44133,13145,98886
ZCTA5 02652,466,98886
ZCTA5 11106,16975,98884
ZCTA5 28394,2202,98880
ZCTA5 11232,8936,98875
ZCTA5 73664,621,98875
ZCTA5 81122,3216,98873
ZCTA5 22938,360,98866
ZCTA5 52329,315,98856
ZCTA5 68430,646,98850
ZCTA5 92780,18873,98844
ZCTA5 47579,921,98842
ZCTA5 16055,3357,98832
ZCTA5 78615,376,98823
ZCTA5 47124,1768,98815
ZCTA5 10553,3507,98814
ZCTA5 19026,11854,98812
ZCTA5 03466,698,98803
ZCTA5 03467,850,98790
ZCTA5 55116,11707,98788
ZCTA5 80478,575,98788
ZCTA5 12942,312,98773
ZCTA5 22482,1528,98766
ZCTA5 04918,149,98764
ZCTA5 63376,28500,98762
ZCTA5 07205,7162,98748
ZCTA5 97009,2919,98745
ZCTA5 52621,306,98745
ZCTA5 66007,2578,98744
ZCTA5 89007,302,98737
ZCTA5 75080,19538,98729
ZCTA5 13110,894,98724
ZCTA5 01029,239,98721
ZCTA5 12121,706,98719
ZCTA5 07753,16009,98718
ZCTA5 98466,11924,98706
ZCTA5 92223,17269,98702
ZCTA5 55005,1702,98691
ZCTA5 77077,28771,98685
ZCTA5 77706,13286,98682
ZCTA5 32413,6558,98681
ZCTA5 68418,417,98679
ZCTA5 44234,1301,98677
ZCTA5 10941,5061,98671
ZCTA5 97031,7331,98664
ZCTA5 43412,1677,98660
ZCTA5 08314,146,98656
ZCTA5 85742,11154,98653
ZCTA5 78374,6201,98650
ZCTA5 96818,18766,98645
ZCTA5 77560,270,98638
ZCTA5 63026,16988,98630
ZCTA5 48028,556,98629
ZCTA5 95949,8113,98622
ZCTA5 52227,1066,98620
ZCTA5 95603,12196,98616
ZCTA5 12137,779,98616
ZCTA5 58418,193,98615
ZCTA5 57449,79,98615
ZCTA5 75707,5118,98610
ZCTA5 08234,14263,98608
ZCTA5 82933,161,98607
ZCTA5 98043,8554,98605
ZCTA5 47032,1073,98601
ZCTA5 28465,3711,98592
ZCTA5 22742,617,98592
ZCTA5 64074,241,98580
ZCTA5 53037,3946,98568
ZCTA5 49690,2750,98562
ZCTA5 33579,12030,98559
ZCTA5 07735,7567,98555
ZCTA5 05091,1604,98554
ZCTA5 58059,570,98551
ZCTA5 03042,2730,98537
ZCTA5 07204,5042,98524
ZCTA5 55033,11678,98522
ZCTA5 57110,7412,98517
ZCTA5 68152,2498,98508
ZCTA5 19030,4546,98506
ZCTA5 50216,1085,98498
ZCTA5 78944,262,98496
ZCTA5 19533,2565,98494
ZCTA5 97461,372,98491
ZCTA5 59471,127,98486
ZCTA5 02747,7155,98479
ZCTA5 10304,14928,98456
ZCTA5 08091,2068,98450
ZCTA5 14222,6649,98445
ZCTA5 47981,309,98431
ZCTA5 84339,1642,98429
ZCTA5 70433,14291,98427
ZCTA5 70611,7120,98417
ZCTA5 15026,1393,98417
ZCTA5 92806,12501,98413
ZCTA5 05360,95,98412
ZCTA5 10925,1540,98407
ZCTA5 60961,317,98407
ZCTA5 32233,10003,98404
ZCTA5 06403,2644,98404
ZCTA5 38119,10244,98403
ZCTA5 08723,12933,98394
ZCTA5 92264,11278,98393
ZCTA5 48383,4622,98376
ZCTA5 19970,3927,98373
ZCTA5 20658,362,98364
ZCTA5 48871,767,98346
ZCTA5 06382,3873,98334
ZCTA5 01346,248,98329
ZCTA5 33157,19184,98313
ZCTA5 18049,7056,98301
ZCTA5 06412,1724,98289
ZCTA5 61771,235,98288
ZCTA5 45112,25,98288
ZCTA5 30078,11890,98286
ZCTA5 24595,48,98277
ZCTA5 52749,341,98273
ZCTA5 45248,9730,98270
ZCTA5 50612,165,98267
ZCTA5 19090,7006,98255
ZCTA5 60948,701,98254
ZCTA5 58029,24,98250
ZCTA5 64048,1492,98249
ZCTA5 97381,5739,98246
ZCTA5 12996,929,98240
ZCTA5 23125,154,98238
ZCTA5 66842,174,98235
ZCTA5 32563,10520,98233
ZCTA5 61816,169,98231
ZCTA5 17569,2135,98228
ZCTA5 76041,201,98213
ZCTA5 97006,27309,98207
ZCTA5 78623,427,98203
ZCTA5 11722,9566,98198
ZCTA5 18336,1712,98194
ZCTA5 19547,1910,98193
ZCTA5 36041,539,98190
ZCTA5 96704,2814,98187
ZCTA5 49464,10437,98182
ZCTA5 57032,2775,98180
ZCTA5 18844,749,98174
ZCTA5 12525,1075,98171
ZCTA5 11103,15575,98170
ZCTA5 15005,3948,98170
ZCTA5 82334,219,98168
ZCTA5 35759,3434,98165
ZCTA5 45050,3331,98160
ZCTA5 29438,1213,98154
ZCTA5 04351,1037,98142
ZCTA5 62467,1527,98138
ZCTA5 16828,2049,98131
ZCTA5 07065,11621,98129
ZCTA5 56578,269,98120
ZCTA5 17361,2594,98118
ZCTA5 50265,14265,98116
ZCTA5 55803,7624,98108
ZCTA5 02891,9805,98096
ZCTA5 26330,5939,98096
ZCTA5 03269,1115,98088
ZCTA5 58216,98,98088
ZCTA5 08026,757,98086
ZCTA5 18337,5459,98084
ZCTA5 45230,11671,98082
ZCTA5 98359,1888,98060
ZCTA5 08084,2724,98047
ZCTA5 12084,2100,98044
ZCTA5 18371,263,98038
ZCTA5 54932,442,98033
ZCTA5 36528,679,98024
ZCTA5 08828,915,98022
ZCTA5 61088,2472,98012
ZCTA5 46307,22967,98009
ZCTA5 33173,11056,98009
ZCTA5 22940,450,98008
ZCTA5 49230,4472,98003
ZCTA5 56021,428,98001
ZCTA5 95608,25581,97993
ZCTA5 99741,192,97988
ZCTA5 54021,2917,97975
ZCTA5 44627,1679,97966
ZCTA5 70461,11902,97961
ZCTA5 98338,10136,97946
ZCTA5 66027,1497,97944
ZCTA5 05036,521,97935
ZCTA5 58653,302,97923
ZCTA5 80222,10403,97921
ZCTA5 43504,415,97912
ZCTA5 89704,1877,97911
ZCTA5 70455,430,97906
ZCTA5 18951,13398,97905
ZCTA5 11421,11325,97905
ZCTA5 34756,1167,97905
ZCTA5 44089,6591,97886
ZCTA5 19129,4901,97886
ZCTA5 14903,3122,97886
ZCTA5 91501,7736,97883
ZCTA5 76433,611,97882
ZCTA5 38654,19040,97880
ZCTA5 19529,1212,97879
ZCTA5 97327,1373,97876
ZCTA5 80205,14163,97874
ZCTA5 31322,10017,97874
ZCTA5 97495,681,97870
ZCTA5 50556,115,97868
ZCTA5 78215,1914,97865
ZCTA5 71225,2670,97860
ZCTA5 14005,841,97857
ZCTA5 19363,5610,97852
ZCTA5 11429,8006,97848
ZCTA5 60008,8037,97843
ZCTA5 05772,319,97842
ZCTA5 21648,49,97841
ZCTA5 04947,827,97834
ZCTA5 97388,460,97830
ZCTA5 04607,515,97826
ZCTA5 04925,19,97826
ZCTA5 90026,26807,97820
ZCTA5 89139,13187,97819
ZCTA5 19033,3007,97819
ZCTA5 98388,2585,97808
ZCTA5 48144,3785,97800
ZCTA5 53590,16018,97798
ZCTA5 14174,2358,97798
ZCTA5 08880,1646,97795
ZCTA5 62675,2532,97766
ZCTA5 97080,15745,97765
ZCTA5 80512,822,97762
ZCTA5 61065,3614,97742
ZCTA5 70605,14887,97737
ZCTA5 55057,7890,97737
ZCTA5 52039,350,97737
ZCTA5 35114,2859,97736
ZCTA5 04847,645,97724
ZCTA5 47846,192,97719
ZCTA5 66618,3738,97717
ZCTA5 03855,1015,97712
ZCTA5 50161,819,97710
ZCTA5 93402,6303,97709
ZCTA5 56549,1879,97707
ZCTA5 56468,1816,97706
ZCTA5 30092,15265,97702
ZCTA5 03820,13897,97684
ZCTA5 95709,2274,97683
ZCTA5 61864,583,97681
ZCTA5 70037,5665,97678
ZCTA5 95616,17999,97677
ZCTA5 97405,19350,97674
ZCTA5 31329,3698,97659
ZCTA5 47031,1974,97656
ZCTA5 23085,168,97655
ZCTA5 40071,5854,97651
ZCTA5 98087,15132,97649
ZCTA5 30518,17214,97640
ZCTA5 49117,1852,97638
ZCTA5 55112,16888,97633
ZCTA5 32311,8232,97632
ZCTA5 43905,40,97630
ZCTA5 06376,89,97629
ZCTA5 78618,148,97620
ZCTA5 78101,2356,97613
ZCTA5 37938,6710,97601
ZCTA5 79562,1230,97601
ZCTA5 58249,1209,97589
ZCTA5 56320,3215,97577
ZCTA5 17922,1948,97576
ZCTA5 50254,82,97573
ZCTA5 20602,9987,97570
ZCTA5 50001,266,97570
ZCTA5 93426,547,97564
ZCTA5 12858,62,97563
ZCTA5 11210,21851,97562
ZCTA5 85748,7779,97557
ZCTA5 50562,168,97554
ZCTA5 85305,4297,97550
ZCTA5 97042,1023,97548
ZCTA5 53226,8343,97540
ZCTA5 99573,341,97540
ZCTA5 55426,12030,97512
ZCTA5 53137,641,97480
ZCTA5 53120,4115,97476
ZCTA5 68064,1592,97476
ZCTA5 73638,54,97472
ZCTA5 57564,409,97469
ZCTA5 23235,13197,97461
ZCTA5 61010,2880,97457
ZCTA5 02703,17491,97454
ZCTA5 83223,57,97454
ZCTA5 44720,16313,97453
ZCTA5 43948,253,97441
ZCTA5 77043,9422,97439
ZCTA5 13456,1574,97438
ZCTA5 95403,15871,97436
ZCTA5 48108,11668,97435
ZCTA5 99723,1360,97428
ZCTA5 97835,180,97425
ZCTA5 88126,8,97425
ZCTA5 62249,6559,97421
ZCTA5 28649,446,97420
ZCTA5 57017,537,97407
ZCTA5 98220,249,97399
ZCTA5 53182,3278,97389
ZCTA5 31807,918,97384
ZCTA5 67001,532,97384
ZCTA5 04853,193,97382
ZCTA5 98358,445,97373
ZCTA5 01060,6682,97371
ZCTA5 46240,10165,97368
ZCTA5 02135,19739,97365
ZCTA5 60630,20868,97355
ZCTA5 92595,9721,97353
ZCTA5 76935,603,97350
ZCTA5 37419,2678,97343
ZCTA5 13027,14058,97339
ZCTA5 03607,127,97333
ZCTA5 17202,11519,97331
ZCTA5 98467,6113,97330
ZCTA5 84038,143,97307
ZCTA5 35147,1970,97306
ZCTA5 78722,3145,97305
ZCTA5 12074,1134,97291
ZCTA5 27526,17112,97269
ZCTA5 43040,12743,97269
ZCTA5 44624,1634,97261
ZCTA5 52403,9772,97254
ZCTA5 57479,225,97247
ZCTA5 08884,3150,97243
ZCTA5 04675,74,97243
ZCTA5 30214,11166,97240
ZCTA5 76017,16288,97234
ZCTA5 01330,752,97224
ZCTA5 90042,21077,97223
ZCTA5 05738,493,97213
ZCTA5 17019,7429,97211
ZCTA5 47030,743,97202
ZCTA5 32736,3690,97200
ZCTA5 53508,2241,97199
ZCTA5 34747,9160,97198
ZCTA5 53517,670,97198
ZCTA5 05474,474,97194
ZCTA5 46228,5590,97191
ZCTA5 33956,1737,97188
ZCTA5 77861,798,97168
ZCTA5 93446,17667,97164
ZCTA5 37363,15894,97164
ZCTA5 16877,847,97146
ZCTA5 68349,435,97138
ZCTA5 89123,24011,97135
ZCTA5 43046,1405,97129
ZCTA5 23035,496,97129
ZCTA5 75069,14063,97128
ZCTA5 16851,343,97128
ZCTA5 13328,662,97127
ZCTA5 36305,6209,97125
ZCTA5 20714,2014,97124
ZCTA5 58052,277,97117
ZCTA5 13337,339,97115
ZCTA5 01360,1278,97112
ZCTA5 28605,1673,97105
ZCTA5 07851,62,97105
ZCTA5 62260,2747,97104
ZCTA5 12721,1898,97101
ZCTA5 40516,1372,97094
ZCTA5 59065,63,97092
ZCTA5 03038,12844,97088
ZCTA5 03449,798,97088
ZCTA5 52160,418,97085
ZCTA5 24503,7760,97081
ZCTA5 75207,1979,97079
ZCTA5 51239,1037,97079
ZCTA5 32712,15684,97066
ZCTA5 01229,28,97050
ZCTA5 22850,430,97039
ZCTA5 98106,11354,97035
ZCTA5 37146,2618,97034
ZCTA5 76234,6391,97026
ZCTA5 99654,19203,97021
ZCTA5 59416,131,97006
ZCTA5 58048,195,97004
ZCTA5 30107,5005,96999
ZCTA5 29680,11209,96994
ZCTA5 84022,260,96988
ZCTA5 59411,107,96978
ZCTA5 60437,57,96974
ZCTA5 37828,694,96969
ZCTA5 63366,18783,96959
ZCTA5 95631,2668,96955
ZCTA5 37340,182,96943
ZCTA5 05868,98,96943
ZCTA5 65082,346,96942
ZCTA5 68320,191,96936
ZCTA5 33467,20539,96935
ZCTA5 84328,466,96935
ZCTA5 55032,1389,96934
ZCTA5 18826,549,96929
ZCTA5 52726,2255,96914
ZCTA5 90605,10813,96911
ZCTA5 76557,2033,96908
ZCTA5 77304,14407,96907
ZCTA5 04019,35,96903
ZCTA5 47136,1452,96893
ZCTA5 48412,1988,96879
ZCTA5 04429,2040,96878
ZCTA5 98260,2894,96870
ZCTA5 33920,2288,96870
ZCTA5 79703,7883,96861
ZCTA5 17247,195,96836
ZCTA5 13810,588,96834
ZCTA5 51571,220,96833
ZCTA5 20755,2905,96827
ZCTA5 80515,395,96826
ZCTA5 01008,453,96822
ZCTA5 68865,413,96818
ZCTA5 32708,18514,96815
ZCTA5 77510,5422,96813
ZCTA5 03826,883,96813
ZCTA5 43734,600,96813
ZCTA5 18242,207,96806
ZCTA5 55013,2696,96805
ZCTA5 48320,2359,96794
ZCTA5 92374,13964,96793
ZCTA5 96817,19033,96787
ZCTA5 45064,1210,96783
ZCTA5 89109,4133,96770
ZCTA5 55932,791,96770
ZCTA5 32094,693,96763
ZCTA5 27603,21301,96759
ZCTA5 17563,1148,96757
ZCTA5 54023,1670,96750
ZCTA5 08096,13638,96742
ZCTA5 97392,1974,96731
ZCTA5 89085,1414,96731
ZCTA5 53589,8316,96726
ZCTA5 50070,526,96725
ZCTA5 55390,959,96713
ZCTA5 83455,2181,96702
ZCTA5 52346,482,96702
ZCTA5 43015,21131,96678
ZCTA5 97214,14052,96678
ZCTA5 12170,1933,96668
ZCTA5 92707,14597,96665
ZCTA5 23023,230,96657
ZCTA5 44138,9089,96654
ZCTA5 45314,1189,96653
ZCTA5 12737,668,96649
ZCTA5 57220,305,96649
ZCTA5 62305,7886,96647
ZCTA5 98031,12646,96642
ZCTA5 66554,254,96641
ZCTA5 73722,115,96637
ZCTA5 74055,17274,96635
ZCTA5 06330,1267,96632
ZCTA5 70592,8320,96626
ZCTA5 62919,313,96610
ZCTA5 29567,154,96608
ZCTA5 75044,15607,96598
ZCTA5 05821,482,96595
ZCTA5 78931,127,96594
ZCTA5 21034,1252,96586
ZCTA5 76866,250,96586
ZCTA5 08348,53,96579
ZCTA5 43830,2139,96574
ZCTA5 58652,503,96574
ZCTA5 03245,814,96568
ZCTA5 43045,750,96566
ZCTA5 22663,384,96565
ZCTA5 76088,4292,96564
ZCTA5 53040,3329,96564
ZCTA5 29016,9202,96556
ZCTA5 73072,18322,96555
ZCTA5 90704,1716,96555
ZCTA5 37343,16755,96550
ZCTA5 56377,7579,96529
ZCTA5 80440,1009,96529
ZCTA5 45440,8883,96526
ZCTA5 79014,1326,96525
ZCTA5 17055,16147,96521
ZCTA5 55113,17861,96519
ZCTA5 08009,4882,96518
ZCTA5 80644,1078,96513
ZCTA5 56267,2630,96512
ZCTA5 08511,472,96511
ZCTA5 60041,3296,96510
ZCTA5 43081,25850,96504
ZCTA5 52046,952,96503
ZCTA5 32931,7451,96500
ZCTA5 14559,7250,96498
ZCTA5 58038,114,96496
ZCTA5 96741,2191,96491
ZCTA5 38685,506,96490
ZCTA5 44118,15919,96487
ZCTA5 82718,8957,96485
ZCTA5 57536,119,96480
ZCTA5 98252,3793,96458
ZCTA5 63015,771,96453
ZCTA5 23829,405,96451
ZCTA5 93631,5049,96448
ZCTA5 15025,6793,96441
ZCTA5 85308,25087,96416
ZCTA5 42157,205,96414
ZCTA5 35186,1988,96408
ZCTA5 43456,170,96407
ZCTA5 34209,14763,96404
ZCTA5 03109,4008,96404
ZCTA5 96732,8354,96394
ZCTA5 80530,1280,96393
ZCTA5 28736,318,96392
ZCTA5 30622,5193,96385
ZCTA5 23464,28031,96379
ZCTA5 77430,649,96374
ZCTA5 06111,12581,96371
ZCTA5 91010,7963,96370
ZCTA5 60180,609,96367
ZCTA5 59343,15,96367
ZCTA5 61367,362,96358
ZCTA5 57532,1423,96355
ZCTA5 08341,915,96351
ZCTA5 15017,7035,96322
ZCTA5 52214,1365,96321
ZCTA5 75490,974,96320
ZCTA5 50123,350,96319
ZCTA5 63146,15135,96308
ZCTA5 43525,370,96308
ZCTA5 30043,27655,96301
ZCTA5 60557,89,96297
ZCTA5 19070,2793,96290
ZCTA5 45150,13277,96286
ZCTA5 78617,6981,96277
ZCTA5 60191,5262,96275
ZCTA5 76123,11462,96270
ZCTA5 27377,3542,96268
ZCTA5 23005,6462,96264
ZCTA5 33762,2633,96260
ZCTA5 02917,4729,96247
ZCTA5 18443,127,96246
ZCTA5 43071,807,96226
ZCTA5 98372,10483,96224
ZCTA5 65674,1065,96221
ZCTA5 61731,40,96220
ZCTA5 46071,1290,96207
ZCTA5 67443,681,96200
ZCTA5 30135,22235,96177
ZCTA5 70131,11269,96174
ZCTA5 45429,11687,96166
ZCTA5 50428,4090,96164
ZCTA5 03086,1679,96164
ZCTA5 75132,866,96164
ZCTA5 27106,19281,96154
ZCTA5 28704,7819,96154
ZCTA5 90717,8205,96142
ZCTA5 54482,4739,96132
ZCTA5 48808,3108,96132
ZCTA5 08092,1275,96126
ZCTA5 60152,4510,96124
ZCTA5 54636,5353,96122
ZCTA5 77426,916,96122
ZCTA5 62298,7033,96115
ZCTA5 47575,335,96111
ZCTA5 51050,1088,96102
ZCTA5 48623,4799,96100
ZCTA5 78232,15471,96091
ZCTA5 20740,9789,96091
ZCTA5 80651,1371,96090
ZCTA5 73838,157,96084
ZCTA5 13326,2237,96077
ZCTA5 21601,10602,96072
ZCTA5 04574,630,96069
ZCTA5 97056,4672,96063
ZCTA5 12790,1560,96059
ZCTA5 65810,9358,96048
ZCTA5 29449,2923,96039
ZCTA5 56357,417,96034
ZCTA5 65052,1405,96031
ZCTA5 57386,131,96030
ZCTA5 93451,1366,96028
ZCTA5 55444,5087,96027
ZCTA5 14586,4349,96021
ZCTA5 78729,11516,96015
ZCTA5 22624,988,96008
ZCTA5 76449,1010,95995
ZCTA5 80642,1689,95973
ZCTA5 22935,319,95966
ZCTA5 96150,12647,95949
ZCTA5 03443,125,95946
ZCTA5 02859,2687,95942
ZCTA5 48128,4031,95939
ZCTA5 83333,3897,95938
ZCTA5 11961,5693,95928
ZCTA5 92328,302,95928
ZCTA5 55382,1329,95926
ZCTA5 56723,335,95918
ZCTA5 32605,10815,95914
ZCTA5 48861,695,95913
ZCTA5 35802,10707,95912
ZCTA5 85338,16472,95911
ZCTA5 61063,1726,95904
ZCTA5 55056,5196,95892
ZCTA5 97438,424,95890
ZCTA5 96062,486,95888
ZCTA5 80204,13266,95886
ZCTA5 21918,1568,95886
ZCTA5 45775,406,95883
ZCTA5 98512,12370,95878
ZCTA5 75006,19537,95871
ZCTA5 11972,386,95859
ZCTA5 98245,1899,95858
ZCTA5 19365,2665,95857
ZCTA5 59018,233,95835
ZCTA5 23841,1182,95834
ZCTA5 47172,6102,95832
ZCTA5 22656,1471,95832
ZCTA5 03853,329,95820
ZCTA5 85629,7943,95816
ZCTA5 17316,3153,95814
ZCTA5 66741,72,95813
ZCTA5 21811,10471,95808
ZCTA5 83642,17854,95807
ZCTA5 78747,6657,95805
ZCTA5 08075,11098,95800
ZCTA5 48892,1795,95797
ZCTA5 80468,141,95789
ZCTA5 96722,848,95787
ZCTA5 91748,13910,95785
ZCTA5 67026,1719,95780
ZCTA5 97625,100,95780
ZCTA5 68338,143,95778
ZCTA5 55811,10824,95773
ZCTA5 78850,303,95767
ZCTA5 61755,1881,95765
ZCTA5 08106,3878,95764
ZCTA5 46565,2363,95758
ZCTA5 56367,2515,95754
ZCTA5 68923,34,95747
ZCTA5 92333,218,95744
ZCTA5 58727,97,95743
ZCTA5 61072,4399,95741
ZCTA5 02343,4352,95740
ZCTA5 22923,2373,95736
ZCTA5 61016,2142,95734
ZCTA5 04354,636,95733
ZCTA5 93906,17076,95731
ZCTA5 77515,11728,95726
ZCTA5 40356,16233,95718
ZCTA5 33155,14375,95716
ZCTA5 20680,304,95701
ZCTA5 84660,11280,95690
ZCTA5 15340,519,95689
